,cod_modelo_color,cod_color_code,des_agrup_color_eng,des_fabric,des_product_category,des_product_type,des_filename,des_product_family
2557,43060805-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2019_43060805_OR.jpg,Jewellery
2558,43023758-08,8.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_43023758_08.jpg,Bags
2559,53050664-20,20.0,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Cosmetic bag,2019_53050664_20.jpg,Wallets & cases
2560,51013711-50,50.0,BLUE,P-PLANA,Tops,Shirt,2019_51013711_50.jpg,Shirt
2561,53070809-92,92.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2019_53070809_92.jpg,Footwear
2562,53070968-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_53070968_99.jpg,Jumpsuit
2563,51033747-76,76.0,RED,K-CIRCULAR,Tops,T-Shirt,2019_51033747_76.jpg,T-shirt
2564,53035737-99,99.0,GREY,O-POLIPIEL,"Dresses, jumpsuits and Complete set",Dress,2019_53035737_99.jpg,Dresses
2565,53000588-TN,98.00999200639488,GREY,J-JEANS,Bottoms,Jeans,2019_53000588_TN.jpg,Jeans
2566,53073774-02,2.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_53073774_02.jpg,T-shirt
2567,53025751-49,49.0,GREEN,T-TRICOT,Tops,Sweater,2019_53025751_49.jpg,Sweater
2568,53055766-92,92.0,GREY,T-TRICOT,Tops,Cardigan,2019_53055766_92.jpg,Cardigans
2569,57007653-30,30.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Ankle Boots,2019_57007653_30.jpg,Footwear
2570,57017687-06,6.0,WHITE,T-TRICOT,Tops,Sweater,2019_57017687_06.jpg,Sweater
2571,57045915-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2019_57045915_05.jpg,Sweater
2572,57007701-50,50.0,BLUE,T-TRICOT,Tops,Sweater,2019_57007701_50.jpg,Sweater
2573,57077887-05,5.0,WHITE,P-PLANA,Tops,Shirt,2019_57077887_05.jpg,Shirt
2574,57026306-40,40.0,GREEN,K-CIRCULAR,Tops,T-Shirt,2019_57026306_40.jpg,T-shirt
2575,57059604-68,68.0,PURPLE,T-TRICOT,Tops,Sweater,2019_57059604_68.jpg,Sweater
2576,57059604-88,88.0,PINK,T-TRICOT,Tops,Sweater,2019_57059604_88.jpg,Sweater
2577,47067665-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Crossbody bag,2023_47067665_99.jpg,Bags
2580,57000285-26,26.0,ORANGE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57000285_26.jpg,Dresses
2581,57000367-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2023_57000367_99.jpg,Belts and Ties
2582,57095134-99,99.0,GREY,O-POLIPIEL,Outerwear,Blazer,2023_57095134_99.jpg,Blazers
2583,57001059-15,15.0,YELLOW,K-CIRCULAR,Tops,T-Shirt,2023_57001059_15.jpg,T-shirt
2584,57073802-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57073802_99.jpg,Dresses
2585,57084405-05,5.0,WHITE,O-POLIPIEL,Bottoms,Trousers,2023_57084405_05.jpg,Trousers
2586,57084407-99,99.0,GREY,O-POLIPIEL,"Dresses, jumpsuits and Complete set",Dress,2023_57084407_99.jpg,Dresses
2587,57094021-99,99.0,GREY,K-CIRCULAR,Tops,Top,2023_57094021_99.jpg,Tops
2588,57091172-52,52.0,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57091172_52.jpg,Dresses
2589,57085793-99,99.0,GREY,T-TRICOT,"Dresses, jumpsuits and Complete set",Dress,2023_57085793_99.jpg,Dresses
2591,57073816-32,32.0,BROWN,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57073816_32.jpg,Dresses
2592,57087727-99,99.0,GREY,P-PLANA,Outerwear,Puffer coat,2023_57087727_99.jpg,Puffer coats
2593,57016028-91,91.0,GREY,P-PLANA,Bottoms,Trousers,2023_57016028_91.jpg,Trousers
2595,57069106-99,99.0,GREY,P-PLANA,Tops,Shirt,2023_57069106_99.jpg,Shirt
2596,57053276-99,99.0,GREY,P-PLANA,Outerwear,Poncho,2023_57053276_99.jpg,Jackets
2597,57007760-30,30.0,BROWN,T-TRICOT,Tops,Sweater,2023_57007760_30.jpg,Sweater
2598,57028639-82,82.0,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2023_57028639_82.jpg,Footwear
2599,41041002-02,2.0,WHITE,P-PLANA,Bottoms,Trousers,2019_41041002_02.jpg,Trousers
2600,43027020-01,1.0,WHITE,P-PLANA,Outerwear,Jacket,2019_43027020_01.jpg,Jackets
2601,53090788-80,80.0,PINK,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53090788_80.jpg,Dresses
2602,51083738-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2019_51083738_99.jpg,Dresses
2603,53020980-07,7.0,WHITE,P-PLANA,Tops,Top,2019_53020980_07.jpg,Tops
2604,53003755-32,32.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Glasses,2019_53003755_32.jpg,Glasses
2605,53091015-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Card holder,2019_53091015_05.jpg,Wallets & cases
2606,53033755-79,79.0,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53033755_79.jpg,Dresses
2607,53003757-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Beanie,2019_53003757_99.jpg,"Hats, scarves and gloves"
2608,53053764-02,2.0,WHITE,P-PLANA,Tops,Blouse,2019_53053764_02.jpg,Shirt
2609,53085747-OR,4.400709219858156,WHITE,P-PLANA,Tops,Shirt,2019_53085747_OR.jpg,Shirt
2610,51045029-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_51045029_99.jpg,Dresses
2611,53005774-99,99.0,GREY,T-TRICOT,Tops,Sweater,2019_53005774_99.jpg,Sweater
2612,53035750-07,7.0,WHITE,T-TRICOT,Tops,Cardigan,2019_53035750_07.jpg,Cardigans
2613,57007903-01,1.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_57007903_01.jpg,T-shirt
2614,57039214-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_57039214_99.jpg,T-shirt
2615,57027693-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_57027693_99.jpg,T-shirt
2616,57018632-52,52.0,BLUE,T-TRICOT,Tops,Sweater,2019_57018632_52.jpg,Sweater
2617,53015772-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53015772_99.jpg,Bags
2618,57050000-56,56.0,BLUE,P-PLANA,Outerwear,Blazer,2019_57050000_56.jpg,Blazers
2619,47074026-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Foulard,2023_47074026_05.jpg,"Hats, scarves and gloves"
2620,57002516-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoulder bag,2023_57002516_99.jpg,Bags
2621,47047132-85,85.0,PINK,T-TRICOT,Tops,Top,2023_47047132_85.jpg,Tops
2622,57030199-52,52.0,BLUE,P-PLANA,Bottoms,Trousers,2023_57030199_52.jpg,Trousers
2623,57010252-81,81.0,PINK,T-TRICOT,Tops,Top,2023_57010252_81.jpg,Tops
2624,57050311-05,5.0,WHITE,T-TRICOT,Tops,Cardigan,2023_57050311_05.jpg,Cardigans
2625,57040776-36,36.0,BROWN,K-CIRCULAR,Tops,Top,2023_57040776_36.jpg,Tops
2626,57013784-05,5.0,WHITE,T-TRICOT,Tops,Cardigan,2023_57013784_05.jpg,Cardigans
2627,57022890-85,85.0,PINK,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57022890_85.jpg,Dresses
2628,57053796-99,99.0,GREY,T-TRICOT,"Dresses, jumpsuits and Complete set",Dress,2023_57053796_99.jpg,Dresses
2629,57013804-92,92.0,GREY,P-PLANA,Bottoms,Trousers,2023_57013804_92.jpg,Trousers
2630,57094406-43,43.0,GREEN,T-TRICOT,Tops,Cardigan Vest,2023_57094406_43.jpg,Cardigans
2631,57024408-05,5.0,WHITE,O-POLIPIEL,Bottoms,Trousers,2023_57024408_05.jpg,Trousers
2632,57063810-95,95.0,GREY,P-PLANA,Tops,Top,2023_57063810_95.jpg,Tops
2633,57074421-31,31.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Ankle Boots,2023_57074421_31.jpg,Footwear
2634,57066011-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Boots,2023_57066011_99.jpg,Footwear
2635,57035807-56,56.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Cosmetic bag,2023_57035807_56.jpg,Wallets & cases
2636,57073819-25,25.0,ORANGE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57073819_25.jpg,Dresses
2637,57017746-43,43.0,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Scarf,2023_57017746_43.jpg,"Hats, scarves and gloves"
2638,57047741-81,81.0,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Beanie,2023_57047741_81.jpg,"Hats, scarves and gloves"
2639,57074401-07,7.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2023_57074401_07.jpg,T-shirt
2640,57029090-CO,33.33863275039746,BROWN,T-TRICOT,Tops,Sweater,2023_57029090_CO.jpg,Sweater
2641,57029101-04,4.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2023_57029101_04.jpg,T-shirt
2642,43050805-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_43050805_OR.jpg,Jewellery
2643,41041002-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2019_41041002_99.jpg,Trousers
2644,43073762-01,1.0,WHITE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2019_43073762_01.jpg,Dresses
2645,53020587-56,56.0,BLUE,P-PLANA,Bottoms,Skirt,2019_53020587_56.jpg,Skirts
2646,53040741-37,37.0,BROWN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53040741_37.jpg,Dresses
2647,53003716-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53003716_99.jpg,Dresses
2648,53060755-05,5.0,WHITE,P-PLANA,Bottoms,Skirt,2019_53060755_05.jpg,Skirts
2649,53000843-52,52.0,BLUE,K-CIRCULAR,Tops,T-Shirt,2019_53000843_52.jpg,T-shirt
2650,53023715-06,6.0,WHITE,T-TRICOT,Tops,Cardigan,2019_53023715_06.jpg,Cardigans
2651,53083725-15,15.0,YELLOW,K-CIRCULAR,Tops,T-Shirt,2019_53083725_15.jpg,T-shirt
2652,51043741-02,2.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_51043741_02.jpg,T-shirt
2653,53025717-06,6.0,WHITE,T-TRICOT,Tops,Sweater,2019_53025717_06.jpg,Sweater
2654,53070992-01,1.0,WHITE,P-PLANA,Tops,Top,2019_53070992_01.jpg,Tops
2655,51013750-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2019_51013750_99.jpg,Trousers
2656,53075024-05,5.0,WHITE,P-PLANA,Bottoms,Skirt,2019_53075024_05.jpg,Skirts
2657,51083783-70,70.0,RED,P-PLANA,Outerwear,Coat,2019_51083783_70.jpg,Coats
2658,53095768-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53095768_99.jpg,Bags
2659,53091158-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Ring,2019_53091158_OR.jpg,Jewellery
2660,53075780-02,2.0,WHITE,P-PLANA,Tops,Top,2019_53075780_02.jpg,Tops
2661,57015925-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2019_57015925_OR.jpg,Jewellery
2662,53955035-76,76.0,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_53955035_76.jpg,Jumpsuit
2663,57025937-30,30.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_57025937_30.jpg,Bags
2664,51063787-50,50.0,BLUE,P-PLANA,Tops,Shirt,2019_51063787_50.jpg,Shirt
2665,57039206-02,2.0,WHITE,P-PLANA,Tops,Blouse,2019_57039206_02.jpg,Shirt
2666,57017889-95,95.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_57017889_95.jpg,T-shirt
2667,57045941-95,95.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_57045941_95.jpg,T-shirt
2668,67030557-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2020_67030557_99.jpg,Footwear
2670,87040069-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2021_87040069_OR.jpg,Jewellery
2671,47014026-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2023_47014026_OR.jpg,Jewellery
2672,47005944-32,32.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_47005944_32.jpg,Footwear
2673,57050556-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2023_57050556_99.jpg,Belts and Ties
2674,57040079-08,8.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2023_57040079_08.jpg,Jewellery
2675,47009028-99,99.0,GREY,P-PLANA,Bottoms,Skirt,2023_47009028_99.jpg,Skirts
2676,47075969-01,1.0,WHITE,P-PLANA,Tops,Shirt,2023_47075969_01.jpg,Shirt
2677,57001013-05,5.0,WHITE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dress,2023_57001013_05.jpg,Dresses
2678,57050289-TN,98.00999200639488,GREY,J-JEANS,Outerwear,Jacket,2023_57050289_TN.jpg,Jackets
2679,57020252-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57020252_99.jpg,Dresses
2680,57093264-08,8.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Foulard,2023_57093264_08.jpg,"Hats, scarves and gloves"
2681,57002545-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57002545_OR.jpg,Jewellery
2682,57076713-92,92.0,GREY,K-CIRCULAR,Tops,Top,2023_57076713_92.jpg,Tops
2683,57075967-99,99.0,GREY,O-POLIPIEL,Bottoms,Bermudas,2023_57075967_99.jpg,Shorts
2684,57034776-PL,98.00999200639488,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2023_57034776_PL.jpg,Footwear
2685,57007720-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2023_57007720_99.jpg,Trousers
2686,57077719-99,99.0,GREY,P-PLANA,Tops,Top,2023_57077719_99.jpg,Tops
2687,57016021-PL,98.00999200639488,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57016021_PL.jpg,Jewellery
2688,57027755-05,5.0,WHITE,T-TRICOT,Tops,Cardigan,2023_57027755_05.jpg,Cardigans
2689,57038276-99,99.0,GREY,T-TRICOT,Tops,Cardigan,2023_57038276_99.jpg,Cardigans
2690,53090588-02,2.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_53090588_02.jpg,Jumpsuit
2691,51053024-05,5.0,WHITE,P-PLANA,Bottoms,Trousers,2019_51053024_05.jpg,Trousers
2692,53030681-43,43.0,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53030681_43.jpg,Jewellery
2693,53053742-20,20.0,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2019_53053742_20.jpg,Footwear
2694,53055727-08,8.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53055727_08.jpg,Bags
2695,53050600-52,52.0,BLUE,P-PLANA,Bottoms,Trousers,2019_53050600_52.jpg,Trousers
2696,53083725-94,94.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_53083725_94.jpg,T-shirt
2697,57017884-07,7.0,WHITE,P-PLANA,Bottoms,Trousers,2019_57017884_07.jpg,Trousers
2698,53045775-02,2.0,WHITE,P-PLANA,Tops,Shirt,2019_53045775_02.jpg,Shirt
2699,57085938-10,10.0,YELLOW,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Boots,2019_57085938_10.jpg,Footwear
2700,57047658-99,99.0,GREY,O-POLIPIEL,Bottoms,Trousers,2019_57047658_99.jpg,Trousers
2701,57054384-99,99.0,GREY,P-PLANA,Tops,Shirt,2019_57054384_99.jpg,Shirt
2702,57077687-99,99.0,GREY,P-PLANA,Tops,Blouse,2019_57077687_99.jpg,Shirt
2703,37010684-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2022_37010684_99.jpg,Footwear
2704,47044016-01,1.0,WHITE,K-CIRCULAR,Tops,Top,2023_47044016_01.jpg,Tops
2705,47005935-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_47005935_99.jpg,Footwear
2706,47037840-52,52.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_47037840_52.jpg,Jewellery
2707,57062001-05,5.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57062001_05.jpg,Dresses
2708,57050229-50,50.0,BLUE,K-CIRCULAR,Tops,T-Shirt,2023_57050229_50.jpg,T-shirt
2709,57050291-TN,98.00999200639488,GREY,J-JEANS,Bottoms,Skirt,2023_57050291_TN.jpg,Skirts
2710,57050322-68,68.0,PURPLE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Gadget,2023_57050322_68.jpg,Gadgets
2711,57000353-15,15.0,YELLOW,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Totes bag,2023_57000353_15.jpg,Bags
2712,57034008-91,91.0,GREY,P-PLANA,Bottoms,Trousers,2023_57034008_91.jpg,Trousers
2713,57042524-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57042524_OR.jpg,Jewellery
2714,57055955-BB,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2023_57055955_BB.jpg,Jeans
2715,57043266-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Foulard,2023_57043266_05.jpg,"Hats, scarves and gloves"
2716,57043808-52,52.0,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57043808_52.jpg,Dresses
2717,57016717-43,43.0,GREEN,P-PLANA,Bottoms,Skirt,2023_57016717_43.jpg,Skirts
2719,57016013-65,65.0,PURPLE,K-CIRCULAR,Tops,T-Shirt,2023_57016013_65.jpg,T-shirt
2720,57065810-08,8.0,WHITE,P-PLANA,Bottoms,Trousers,2023_57065810_08.jpg,Trousers
2721,43060711-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2019_43060711_OR.jpg,Jewellery
2722,43057755-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2019_43057755_05.jpg,Jewellery
2723,53063000-30,30.0,BROWN,P-PLANA,Tops,Shirt,2019_53063000_30.jpg,Shirt
2724,53090620-37,37.0,BROWN,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_53090620_37.jpg,Jumpsuit
2725,53000591-BL,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2019_53000591_BL.jpg,Jeans
2726,51970647-70,70.0,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_51970647_70.jpg,Jumpsuit
2727,43047812-02,2.0,WHITE,P-PLANA,Tops,Blouse,2019_43047812_02.jpg,Shirt
2728,51043727-92,92.0,GREY,P-PLANA,Bottoms,Trousers,2019_51043727_92.jpg,Trousers
2729,53060865-02,2.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2019_53060865_02.jpg,Jewellery
2730,53003739-50,50.0,BLUE,T-TRICOT,Tops,Sweater,2019_53003739_50.jpg,Sweater
2731,53023748-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53023748_99.jpg,Bags
2732,51083782-45,45.0,GREEN,P-PLANA,Tops,Shirt,2019_51083782_45.jpg,Shirt
2733,53095779-30,30.0,BROWN,T-TRICOT,Tops,Sweater,2019_53095779_30.jpg,Sweater
2734,53103804-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53103804_OR.jpg,Jewellery
2735,57057878-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2019_57057878_05.jpg,Sweater
2736,51023794-37,37.0,BROWN,P-PLANA,Bottoms,Trousers,2019_51023794_37.jpg,Trousers
2737,57097685-06,6.0,WHITE,T-TRICOT,Tops,Sweater,2019_57097685_06.jpg,Sweater
2738,57066303-08,8.0,WHITE,P-PLANA,Tops,Blouse,2019_57066303_08.jpg,Shirt
2739,57037690-02,2.0,WHITE,P-PLANA,Bottoms,Trousers,2019_57037690_02.jpg,Trousers
2740,57004382-08,8.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_57004382_08.jpg,T-shirt
2741,57017901-99,99.0,GREY,T-TRICOT,Tops,Sweater,2019_57017901_99.jpg,Sweater
2742,47085855-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Clutch and Pochettes,2023_47085855_99.jpg,Bags
2743,47015850-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_47015850_OR.jpg,Jewellery
2744,47075868-70,70.0,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2023_47075868_70.jpg,Bags
2745,57010254-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Card holder,2023_57010254_99.jpg,Wallets & cases
2746,57050700-87,87.0,PINK,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57050700_87.jpg,Dresses
2747,57010292-07,7.0,WHITE,J-JEANS,Bottoms,Shorts,2023_57010292_07.jpg,Shorts
2748,57045136-09,9.0,WHITE,P-PLANA,Outerwear,Jacket,2023_57045136_09.jpg,Jackets
2749,57005144-37,37.0,BROWN,P-PLANA,Outerwear,Coat,2023_57005144_37.jpg,Coats
2750,57015140-99,99.0,GREY,P-PLANA,Outerwear,Coat,2023_57015140_99.jpg,Coats
2751,57093799-76,76.0,RED,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57093799_76.jpg,Dresses
2752,57022891-01,1.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2023_57022891_01.jpg,T-shirt
2753,57043266-43,43.0,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Foulard,2023_57043266_43.jpg,"Hats, scarves and gloves"
2754,57054407-99,99.0,GREY,O-POLIPIEL,Bottoms,Trousers,2023_57054407_99.jpg,Trousers
2755,57011171-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_57011171_05.jpg,Footwear
2756,57095991-43,43.0,GREEN,L-PIEL,Bottoms,Skirt,2023_57095991_43.jpg,Skirts
2757,57088265-08,8.0,WHITE,K-CIRCULAR,Outerwear,Jacket,2023_57088265_08.jpg,Jackets
2758,57065804-52,52.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Card holder,2023_57065804_52.jpg,Wallets & cases
2759,57057728-05,5.0,WHITE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dress,2023_57057728_05.jpg,Dresses
2760,57086726-PL,98.00999200639488,GREY,O-POLIPIEL,Bottoms,Skirt,2023_57086726_PL.jpg,Skirts
2761,57039095-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57039095_99.jpg,Dresses
2762,57087753-68,68.0,PURPLE,T-TRICOT,Tops,Cardigan,2023_57087753_68.jpg,Cardigans
2763,57065150-99,99.0,GREY,P-PLANA,Tops,Top,2023_57065150_99.jpg,Tops
2764,57049111-02,2.0,WHITE,P-PLANA,Tops,Shirt,2023_57049111_02.jpg,Shirt
2765,57079121-08,8.0,WHITE,P-PLANA,Bottoms,Skirt,2023_57079121_08.jpg,Skirts
2766,43063724-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_43063724_OR.jpg,Jewellery
2767,43045787-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2019_43045787_OR.jpg,Belts and Ties
2768,43035019-08,8.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_43035019_08.jpg,Bags
2769,53000578-TM,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2019_53000578_TM.jpg,Jeans
2770,53045707-30,30.0,BROWN,P-PLANA,Outerwear,Puffer coat,2019_53045707_30.jpg,Puffer coats
2771,51083028-08,8.0,WHITE,P-PLANA,Outerwear,Blazer,2019_51083028_08.jpg,Blazers
2772,53023039-15,15.0,YELLOW,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53023039_15.jpg,Dresses
2773,51053732-99,99.0,GREY,P-PLANA,Outerwear,Coat,2019_51053732_99.jpg,Coats
2774,53053753-52,52.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53053753_52.jpg,Jewellery
2775,53021059-08,8.0,WHITE,P-PLANA,Bottoms,Trousers,2019_53021059_08.jpg,Trousers
2776,53083771-08,8.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Cosmetic bag,2019_53083771_08.jpg,Wallets & cases
2777,53093770-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53093770_99.jpg,Bags
2778,51005744-49,49.0,GREEN,P-PLANA,Bottoms,Trousers,2019_51005744_49.jpg,Trousers
2779,53015762-12,12.0,YELLOW,T-TRICOT,Tops,Sweater,2019_53015762_12.jpg,Sweater
2780,53047020-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2019_53047020_05.jpg,Sweater
2781,57065904-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2019_57065904_99.jpg,Belts and Ties
2782,57005930-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_57005930_OR.jpg,Jewellery
2783,57075921-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Ring,2019_57075921_OR.jpg,Jewellery
2784,57007887-90,90.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_57007887_90.jpg,Jewellery
2785,57055934-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Cosmetic bag,2019_57055934_99.jpg,Wallets & cases
2786,57095932-85,85.0,PINK,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57095932_85.jpg,Dresses
2787,57037688-02,2.0,WHITE,P-PLANA,Tops,Blouse,2019_57037688_02.jpg,Shirt
2788,57087700-99,99.0,GREY,P-PLANA,Bottoms,Skirt,2019_57087700_99.jpg,Skirts
2789,67091003-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2020_67091003_99.jpg,Trousers
